movie_title,director_name,genres,imdb_score,plot_keywords
Rebecca,Alfred Hitchcock,Drama|Film-Noir|Mystery|Thriller,8.2,death|estate|housekeeper|love|monte carlo
Friday the 13th Part 2,Steve Miner,Horror|Mystery|Thriller,6.1,ice pick|jason voorhees|lake|pitchfork|shack
The Lost Weekend,Billy Wilder,Drama|Film-Noir,8.0,addiction|alcoholic|alcoholism|paranoia|suicidal thoughts
C.H.U.D.,Douglas Cheek,Horror|Sci-Fi,5.5,bum|city|mutant|new york city|street
Filly Brown,Youssef Delara,Drama|Music,5.7,
The Lion of Judah,Deryck Broom,Animation,3.7,animal|donkey|lamb|pig|rooster
Niagara,Henry Hathaway,Crime|Film-Noir|Thriller,7.1,hitchcockian|husband murders wife|murder|niagara falls|overhead shot
How Green Was My Valley,John Ford,Drama|Family,7.8,coal mine|girl|school|village|wales
The Girlfriend Experience,Unknown,Drama,7.3,escort|female nudity|friendship|money|sex scene
Da Sweet Blood of Jesus,Spike Lee,Comedy|Romance|Thriller,4.1,horror movie remake|remake|undead|undead sex|undead sexuality
"Sex, Lies, and Videotape",Steven Soderbergh,Drama,7.2,affair|interview|marriage|sex|videotape
Saw,James Wan,Horror|Mystery|Thriller,7.7,chained|flashback|killer|serial killer|surprise ending
Super Troopers,Jay Chandrasekhar,Comedy|Crime|Mystery,7.1,drugs|highway|police|state trooper|vermont
The Algerian,Giovanni Zelko,Action|Romance|Thriller,7.6,algeria|algerian|los angeles california|muslim
The Amazing Catfish,Claudia Sainte-Luce,Comedy|Drama,7.0,actress shares first name with character|appendicitis|hospital|loss of mother|supermarket
The Day the Earth Stood Still,Scott Derrickson,Drama|Sci-Fi|Thriller,5.5,alien|earth|giant robot|military|scientist
Monsoon Wedding,Mira Nair,Comedy|Drama|Romance,7.4,arranged marriage|bride|celebration|marriage|wedding
You Can Count on Me,Kenneth Lonergan,Drama,7.7,bank|car accident|cheating husband|new york|single mother
The Trouble with Harry,Alfred Hitchcock,Comedy|Mystery|Romance,7.2,artist|death|hunting|sheriff|vermont
Lucky Number Slevin,Paul McGuigan,Crime|Drama|Mystery|Thriller,7.8,coroner|death|gay son|love|mistaken identity
But I'm a Cheerleader,Jamie Babbit,Comedy|Drama,6.6,cheerleader|gay|homosexual|lesbian|lesbian relationship
Home Run,David Boyd,Drama|Sport,6.0,addiction|alcoholic|baseball|car accident|reference to god
Reservoir Dogs,Quentin Tarantino,Crime|Drama|Thriller,8.4,gang|heist|heist gone wrong|nonlinear timeline|robbery
The Blue Bird,Walter Lang,Drama|Family|Fantasy,6.5,1800s|bird|blue bird of happiness|foreign language adaptation|past
"The Good, the Bad and the Ugly",Sergio Leone,Western,8.9,civil war|hitman|outlaw|shootout|spaghetti western
The Second Mother,Anna Muylaert,Comedy|Drama,7.9,brazil|exam|housekeeper|northeast region of brazil|portuguese language
Blue Like Jazz,Steve Taylor,Comedy|Drama,6.0,church|college|color in title|philosophy|texas
Down and Out with the Dolls,Kurt Voss,Comedy|Music,6.1,female bassist|female drummer|female guitarist|female singer|portland oregon
"Pink Ribbons, Inc.",Léa Pool,Documentary,7.4,breast cancer|comma in title|period in title|punctuation in title|three word title
Certifiably Jonathan,James David Pasternak,Comedy|Documentary,6.2,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide
Q,Laurent Bouhnik,Drama,5.6,female explicit nudity|hand job|oral sex|penetration|unsimulated sex
The Knife of Don Juan,Tom Sanchez,Comedy|Drama,7.2,
Grand Theft Parsons,David Caffrey,Adventure|Comedy|Drama,6.1,guitar|hearse|manager|musician|singer
Extreme Movie,Adam Jay Epstein,Comedy,3.8,box office flop|female frontal nudity|pink bra and panties|red bra and panties|sex
The Charge of the Light Brigade,Michael Curtiz,Action|Adventure|Romance|War,7.1,attack|fort|india|lancer|massacre
Below Zero,Justin Thomas Ostensen,Thriller,4.5,
Crowsnest,Brenton Spencer,Action|Horror|Mystery|Thriller,3.8,forest|found footage|lost|murder|road trip
Airborne,Rob Bowman,Adventure|Comedy|Sport,6.2,cincinnati ohio|high school|hockey|jock strap|zoologist
Cotton Comes to Harlem,Ossie Davis,Action|Comedy,6.6,black cop|chase|cotton|four word title|new york city
The Wicked Within,Jay Alaimo,Horror,4.6,after dark horrorfest
Bleeding Hearts,Dylan Bank,Horror,4.2,bare breasts|bra and panties|nudity|syringe
Waiting...,Rob McKittrick,Comedy,6.8,cook|dishwasher|flashing|male frontal nudity|waiter
Dead Man's Shoes,Shane Meadows,Crime|Drama|Thriller,7.7,anger|army veteran|independent film|revenge|sex scene
Wolf Creek,Unknown,Drama|Horror|Thriller,7.1,based on true story|blood|serial killer|slasher|tv mini series
From a Whisper to a Scream,Jeff Burr,Action|Drama|Horror|Thriller,5.9,bathtub|cult film|neck breaking|tennessee|wraparound story
Sex with Strangers,Harry Gantz,Documentary|Drama,4.7,bisexual|explicit sex|sex|stranger|swing
Dracula: Pages from a Virgin's Diary,Guy Maddin,Comedy|Horror|Musical,7.0,ballet|cult film|dance|dracula|gothic
Faith Like Potatoes,Regardt van den Bergh,Drama,6.9,food|food in title|potato
Beyond the Black Rainbow,Panos Cosmatos,Sci-Fi|Thriller,6.1,exploitation|four word title|hallucinogen|lynchian|telepathy
The Raid: Redemption,Gareth Evans,Action|Crime|Thriller,7.6,apartment|drug lord|gangster|police|swat team
The Dead Undead,Matthew R. Anderson,Action|Horror|Sci-Fi,3.0,flashback|immortality|rural setting|vampire|zombie
The Vatican Exorcisms,Joe Marino,Horror,2.6,
Casablanca,Michael Curtiz,Drama|Romance|War,8.6,american expatriate|casablanca morocco|gestapo|police|visa
Lake Mungo,Joel Anderson,Drama|Horror|Mystery|Thriller,6.1,ghost|lake|parapsychologist|psychic|secret
Rocket Singh: Salesman of the Year,Shimit Amin,Comedy|Drama,7.5,boss|computer|honesty|sales|salesman
Silent Running,Douglas Trumbull,Drama|Sci-Fi,6.7,forest|greenhouse|plant|robot|space
Rocky,John G. Avildsen,Drama|Sport,8.1,boxer|hometown hero|philadelphia pennsylvania|protective male|training
The Sleepwalker,Mona Fastvold,Drama,4.9,female nudity|male nudity|male rear nudity|nudity
The Fog,John Carpenter,Fantasy|Horror,6.8,california|fog|leper|lighthouse|ship
Tom Jones,Tony Richardson,Adventure|Comedy|History,6.8,18th century|rags to riches|secret letter|squire|tutor
Unfriended,Levan Gabriadze,Horror|Mystery|Thriller,5.7,blender|computer screen|secret|skype|webcam
Taxi Driver,Martin Scorsese,Crime|Drama,8.3,loner|neo noir|night shift|taxi driver|vigilante
The Howling,Joe Dante,Horror,6.6,1980s|forest|lycanthrope|shapeshifting|werewolf transformation
Dr. No,Terence Young,Action|Adventure|Thriller,7.3,british secret service|hand to hand combat|murder|official james bond series|terrorist plot
Chernobyl Diaries,Bradley Parker,Horror|Mystery|Sci-Fi|Thriller,5.0,abandoned building|chernobyl disaster|exploration|tour guide|van
Hellraiser,Clive Barker,Fantasy|Horror,7.0,blood|cenobites|creature|demon|male full frontal nudity
God's Not Dead 2,Harold Cronk,Drama,3.4,alternate universe|christian|christian film|christianity|manipulation
Cry_Wolf,Jeff Wadlow,Drama|Horror|Mystery|Thriller,5.9,e mail|game|school|serial killer|student
Godzilla 2000,Takao Okawara,Action|Adventure|Drama|Sci-Fi|Thriller,6.0,godzilla|kaiju|monster|orga|ufo
Blue Valentine,Derek Cianfrance,Drama|Romance,7.4,dog hit by a car|dysfunctional family|falling in love|female in shower|unhappily married woman
Transamerica,Duncan Tucker,Adventure|Comedy|Drama,7.4,bail|male full frontal nudity|sex change|stepfather|transsexual
The Devil Inside,William Brent Bell,Horror,4.2,critically bashed|demonic possession|exorcism|exorcist|found footage
Beyond the Valley of the Dolls,Russ Meyer,Comedy|Drama|Music,6.2,band|drugs|friendship|hollywood|satire
Love Me Tender,Robert D. Webb,Drama|Romance|Western,6.2,army|civil war|robbery|soldier|train
An Inconvenient Truth,Davis Guggenheim,Documentary,7.5,climate|earth|global warming|science|truth
Sands of Iwo Jima,Allan Dwan,Action|Drama|Romance|War,7.2,battle|combat|heroic military|sergeant|tarawa
Shine a Light,Martin Scorsese,Biography|Documentary|Music,7.2,band|concert footage|new york city|rolling stones|three word title
The Green Inferno,Eli Roth,Adventure|Horror,5.4,activist|amazon|color in title|rain|rain forest
Departure,Andrew Steggall,Drama|Family|Romance,7.0,france|gay|language|male masturbation|masturbation
The Sessions,Ben Lewin,Biography|Comedy|Drama|Romance,7.2,falling in love|iron lung|priest|sex surrogate|therapist
"Food, Inc.",Robert Kenner,Documentary,7.9,farming|flesh eating|food|food industry|gluttony
October Baby,Andrew Erwin,Drama,6.8,abortion|anti choice|christian preach|malpractice|unprofessional conduct
Next Stop Wonderland,Brad Anderson,Comedy|Drama|Romance,6.7,love|marine biologist|nurse|personal ad|plumber
Juno,Jason Reitman,Comedy|Drama|Romance,7.5,adoption|baby|friend|pregnancy|school
The Skeleton Twins,Craig Johnson,Comedy|Drama,6.8,adultery|brother sister relationship|estrangement|siblings|suicide attempt
Martha Marcy May Marlene,Sean Durkin,Drama|Mystery|Thriller,6.9,connecticut|cult|memory|new york|telephone call
Obvious Child,Gillian Robespierre,Comedy|Drama,6.8,abortion|divorced parents|one night stand|pregnancy|pregnant
Frozen River,Courtney Hunt,Crime|Drama,7.2,border|mohawk|money|new york|river
20 Feet from Stardom,Morgan Neville,Documentary|Music,7.4,backup singer|band|bechdel test passed|concert footage|singer
Two Girls and a Guy,James Toback,Comedy|Drama,5.6,actor|anilingus|double cross|funeral home|two timing
Walking and Talking,Nicole Holofcener,Comedy|Drama|Romance,6.8,briefs|cancer|cat|cult film|friend
The Full Monty,Peter Cattaneo,Comedy|Drama|Music,7.2,dole|male stripper|northern england|steel worker|unemployment
Who Killed the Electric Car?,Chris Paine,Documentary,7.7,california|car|reference to ralph nader|technology|u.s. president
The Broken Hearts Club: A Romantic Comedy,Greg Berlanti,Comedy|Drama|Romance|Sport,7.0,friend|gay|lesbian|photographer|restaurant
Bubba Ho-Tep,Don Coscarelli,Comedy|Fantasy|Mystery,7.2,cult film|elvis|elvis presley|nursing home|texas
Goosebumps,Rob Letterman,Adventure|Comedy|Family|Fantasy|Horror,6.4,based on book|blob|ferris wheel|manuscript|monster
Slam,Marc Levin,Drama,7.2,gang|independent film|prison|racial slur|urban setting
Brigham City,Richard Dutcher,Crime|Drama|Mystery,7.2,fbi agent|mormon|prayer|sheriff|utah
Fiza,Khalid Mohamed,Drama|Romance,6.2,mumbai riots|politician|riot|suicide|tragic event
History of the World: Part I,Mel Brooks,Comedy,6.9,french revolution|old testament|part of an unfinished series|reference to john wayne|roman emperor
Orgazmo,Trey Parker,Comedy|Sci-Fi,6.2,book of mormon|fight|mormon|ray gun|sidekick
All the Real Girls,David Gordon Green,Drama|Romance,6.9,best friend|lake|love|small town|womanizer
Dream with the Fishes,Finn Taylor,Comedy|Drama,7.0,dying|to do list|twenty something|underwear|voyeur
Blue Car,Karen Moncrieff,Drama,6.7,contest|poetry|refusing to eat|starving oneself|teenage girl
Luminarias,José Luis Valenzuela,Comedy|Romance,3.6,divorce|friend|jewish|lent|restaurant
Palo Alto,Gia Coppola,Drama,6.3,girls' soccer|high school|high school student|soccer coach|teenager
Ajami,Scandar Copti,Crime|Drama,7.4,arab|christian|israeli|palestinian|violence
Wristcutters: A Love Story,Goran Dukic,Comedy|Drama|Fantasy|Romance,7.4,afterlife|camping|death|hitchhiker|suicide
I Origins,Mike Cahill,Drama|Romance|Sci-Fi,7.3,buddhism|evolution|eye|reincarnation|stuck in elevator
The Battle of Shaker Heights,Efram Potelle,Comedy|Drama|Romance,6.1,bully comeuppance|high school|painter|reference to led zeppelin|wetting pants
The Lovely Bones,Peter Jackson,Drama|Fantasy|Thriller,6.7,1970s|afterlife|heaven|pedophile|rape
The Act of Killing,Joshua Oppenheimer,Biography|Crime|Documentary|History,8.2,death squad|mass killing|musical number|reference to guantanamo bay|surrealism
Taxi to the Dark Side,Alex Gibney,Crime|Documentary|War,7.7,afghanistan|detainee|guantanamo bay|taxi|torture
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Paul Crowder,Documentary|Sport,7.3,new york|new york cosmos|professional sports|soccer|soccer team
Guiana 1838,Rohit Jagessar,Drama,7.4,bare chested male|discipline|imperialism|whipping|white slavery
Lisa Picard Is Famous,Griffin Dunne,Comedy|Drama,5.7,actress|fame|inside joke|new york|one man show
Antarctica: A Year on Ice,Anthony Powell,Adventure|Biography|Documentary|Drama,7.6,antarctica
A Lego Brickumentary,Kief Davidson,Documentary,6.8,artist|denmark|lego|toy|toy company
Hardflip,Johnny Remo,Action|Drama,5.6,family relationships|loss of mother|san diego california|single mother|suicide attempt
Chocolate: Deep Dark Secrets,Vivek Agnihotri,Thriller,4.8,chocolate|christmas|christmas eve|death|suspect
The House of the Devil,Ti West,Horror,6.4,cult film|eclipse|haunted house|lunar eclipse|secret
The Perfect Host,Nick Tomnay,Comedy|Crime|Thriller,6.8,arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party
Safe Men,John Hamburg,Comedy|Crime,6.1,gangster|organized crime|robbery|rosh hashanah|safecracking
Speedway Junky,Nickolas Perry,Crime|Drama|Romance,5.2,car racing|crush|hustler|scam|watching television
The Last Big Thing,Dan Zukovic,Comedy|Drama,6.9,actor|magazine|model|rock band|suburb
The Specials,Craig Mazin,Action|Comedy|Fantasy|Sci-Fi,6.0,action figure|press conference|superhero|superhero team|toy
16 to Life,Becky Smith,Comedy|Romance,6.3,birthday|digit in title|love|masturbation|teenager
Alone with Her,Eric Nicholas,Crime|Drama|Thriller,6.1,female nudity|female pubic hair|masturbation|panties|pubic hair
Creative Control,Benjamin Dickinson,Drama|Sci-Fi,5.5,art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction
Special,Hal Haberman,Comedy|Drama|Sci-Fi,6.9,dream sequence|locked in a room|looking at self in mirror|medication|superhero
Sparkler,Darren Stein,Comedy|Drama,5.6,automobile association of america|cheating|psychic|reference to tom jones the singer|trailer park
The Helix... Loaded,A. Raven Cruz,Action|Adventure|Comedy|Fantasy|Sci-Fi,1.9,cnn reporter|ellipsis in title|matrix|punctuation in title|secret agent
In Her Line of Fire,Brian Trenchard-Smith,Action|Drama,4.1,camp|die hard scenario|female protagonist|island|vice president
The Jimmy Show,Frank Whaley,Comedy|Drama,5.4,based on play|character name in title
Heli,Amat Escalante,Crime|Drama|Romance,6.8,corrupt police|drug cartel|drugs|mexico|police
Karachi se Lahore,Wajahat Rauf,Comedy|Family,7.0,pakistan|road trip
Loving Annabelle,Katherine Brooks,Drama|Romance,6.7,older woman younger woman relationship|sex with student|teacher|teacher student relationship|title directed by female
Hits,David Cross,Comedy|Drama,5.8,courtroom|independent film|internet|small town|youtube
Jimmy and Judy,Randall Rubin,Crime|Drama|Thriller,6.2,police|revenge|sex|suburb|video camera
Frat Party,Robert Bennett,Comedy,2.8,erotica|masseuse|sister sister relationship|temptation|threesome
The Party's Over,Guy Hamilton,Drama,7.3,beatnik|businessman|necrophilia|party|partying
Proud,Mary Pat Kelly,Drama,5.8,
The Poker House,Lori Petty,Drama,6.5,basketball|drug abuse|interracial rape|iowa|tween girl
Childless,Charlie Levi,Drama,6.1,
ZMD: Zombies of Mass Destruction,Kevin Hamedani,Comedy|Horror|Sci-Fi,5.1,cult|homosexual|island|survival horror|zombie
Snow White: A Deadly Summer,David DeCoteau,Horror,2.2,reference to snow white|sleeping bag|stepmother stepdaughter relationship|strangulation|totem pole
Hidden Away,Mikel Rueda,Drama|Romance,7.2,best friend|deportation|moroccan|unrequited love|xenophobia
My Last Day Without You,Stefan C. Schaefer,Comedy|Drama|Romance,5.7,business trip|german|love|new york|singer songwriter
Steppin: The Movie,Michael Taliferro,Comedy|Music,3.4,
Doc Holliday's Revenge,David DeCoteau,Western,3.8,1880s|cowboy|low budget film|shoot out|wild west
Black Rock,Katie Aselton,Horror|Thriller,4.7,bare breasts|female frontal nudity|hunter|island|weekend
Truth or Die,Robert Heath,Horror|Mystery,5.6,cabin in the woods|drinking acid|introvert|lesbian kiss|truth or dare
The Pet,D. Stevens,Drama|Thriller,3.9,dominance submissiveness|female nudity|human branding|human pet|power exchange
Bang Bang Baby,Jeffrey St. Jules,Drama|Musical|Sci-Fi,5.4,
Fear Clinic,Robert Hall,Horror,5.2,bare breasts|based on web series|claustrophobia|doctor|phobia
Zombie Hunter,K. King,Action|Comedy|Horror,3.5,desert|drifter|seduction|siege|zombie
A Fine Step,Jonathan Meyers,Drama,5.3,
Trance,Danny Boyle,Crime|Drama|Mystery|Thriller,7.0,amnesia|criminal|heist|hypnotherapy|lost painting
Charly,Ralph Nelson,Drama|Romance|Sci-Fi,7.1,disability|experiment|genius|intelligence|mouse
Banshee Chapter,Blair Erickson,Horror|Thriller,5.5,experiment|lsd|missing friend|mk ultra|radio broadcast
Jesse,Unknown,Comedy,5.9,1990s|brother sister relationship|female protagonist|single mother|sitcom
Ask Me Anything,Allison Burnett,Drama,6.0,bare breasts|female protagonist
And Then Came Love,Richard Schenkman,Comedy|Romance,4.8,facebook|imdb|mediaatlarge.com|mediaatlargellc|sperm donor
Food Chains,Sanjay Rawal,Documentary|News,7.1,two word title
On the Waterfront,Elia Kazan,Crime|Drama|Romance,8.2,death|dock|longshoreman|murder|union
L!fe Happens,Kat Coiro,Comedy,5.7,friendship|los angeles california|one night stand|roommate|single mother
"4 Months, 3 Weeks and 2 Days",Cristian Mungiu,Drama,7.9,female rear nudity|friend|hotel|rainy night|towel
The Horror Network Vol. 1,Brian Dorton,Horror,7.3,anthology
Hard Candy,David Slade,Crime|Drama|Thriller,7.1,chatting|missing person poster|online dating|photographer|sexual predator
The Quiet,Jamie Babbit,Drama|Thriller,6.4,deaf|death|dysfunctional family|godparent|secret
Circumstance,Maryam Keshavarz,Drama,5.9,closeted lesbian|iranian|islamophobia|propaganda|teenager
Fruitvale Station,Ryan Coogler,Biography|Drama|Romance,7.5,22 year old|b.a.r.t.|bay area|birthday|police
The Brass Teapot,Ramaa Mosley,Comedy|Fantasy|Thriller,6.4,mini dress|mini skirt|money|voyeur|voyeurism
Bambi,James Algar,Animation|Drama|Family,7.4,animal|bambi|deer|forest|hunter
The Hammer,Charles Herman-Wurmfeld,Comedy|Romance|Sport,7.3,birthday|boxing|coach|gym|olympics
Snitch,Ric Roman Waugh,Action|Drama|Thriller,6.5,cigarette smoking|dea|drugs|inspired by true events|undercover
Latter Days,C. Jay Cox,Comedy|Drama|Romance,7.2,christian|male frontal nudity|mormon|mormon missionary|nudity
Elza,Mariette Monpierre,Drama,6.7,foreign|french
1982,Tommy Oliver,Drama,7.1,number in title|semi autobiographical
"For a Good Time, Call...",Jamie Travis,Comedy,6.0,friend|friendship|gay|phone sex|sex
Celeste & Jesse Forever,Lee Toland Krieger,Comedy|Drama|Romance,6.7,best friends|friendship|masturbation|reference to matthias steiner|single
Time Changer,Rich Christiano,Drama|Fantasy|Sci-Fi,5.6,bible|christian propaganda|christianity|time machine|zealot
London to Brighton,Paul Andrew Williams,Crime|Drama|Thriller,7.0,bathroom|chase|girl|pimp|toilet
American Hero,Nick Love,Action|Comedy|Drama|Sci-Fi,4.9,father son relationship|female nudity|mother daughter relationship|reconciliation|superhero
Windsor Drive,Natalie Bible',Mystery|Thriller,3.2,
A Separation,Asghar Farhadi,Drama|Mystery,8.4,alzheimer's disease|caregiver|divorce|iran|iranian
Crying with Laughter,Justin Molotnikov,Thriller,6.9,cocaine|edinburgh scotland|stand up comedian
Welcome to the Dollhouse,Todd Solondz,Comedy|Drama,7.5,bully|first crush|school|social outcast|taunting
Ruby in Paradise,Victor Nunez,Drama|Romance,7.2,desire|florida|identity|resort town|sales
Raising Victor Vargas,Peter Sollett,Drama|Romance,7.2,based on short film|manhattan new york city|urination|vomiting|watching television
Pandora's Box,Georg Wilhelm Pabst,Crime|Drama|Romance,8.0,escape|femme fatale|german expressionism|lust|violence
Harrison Montgomery,Daniel Davila,Drama,7.4,abusive relationship|character name in title|magic|san francisco california|tenderloin san francisco
Live-In Maid,Jorge Gaggero,Drama,7.2,buenos aires argentina|economics|housekeeper|maid|servant
Deterrence,Rod Lurie,Drama|Thriller,6.5,colorado|diner|iraq|nuclear missile|president
The Mudge Boy,Michael Burke,Crime|Drama|Romance,7.2,death|farm|fur coat|grief|misfit
The Young Unknowns,Catherine Jelski,Drama,4.2,based on play|independent film
Not Cool,Shane Dawson,Comedy,5.1,
Dead Snow,Tommy Wirkola,Comedy|Horror,6.4,medical student|nazi|snow|snowmobile|zombie
Saints and Soldiers,Ryan Little,Action|Adventure|Drama|War,6.8,ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium
Vessel,Clark Baker,Horror|Sci-Fi|Short|Thriller,6.2,alien|flight attendant|monster|pilot|tentacle
American Graffiti,George Lucas,Comedy|Drama|Music,7.5,california|car|drag racing|high school|rock 'n' roll
Iraq for Sale: The War Profiteers,Robert Greenwald,Documentary|War,7.7,american politics|armed forces|political corruption|shady|war profiteer
Aqua Teen Hunger Force Colon Movie Film for Theaters,Matt Maiellaro,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,6.9,based on cult tv series|critically acclaimed|exercise machine|midnight movie|robot
Safety Not Guaranteed,Colin Trevorrow,Comedy|Drama|Romance,7.0,classified ad|intern|magazine|time machine|time travel
Kevin Hart: Laugh at My Pain,Leslie Small,Comedy|Documentary,7.5,stand up comedy
Kill List,Ben Wheatley,Crime|Horror|Thriller,6.3,female full frontal nudity|hitman|knee breaking|male full frontal nudity|sniper
The Innkeepers,Ti West,Horror,5.5,bathtub|dead body in a bathtub|dead body in bathtub|hotel|inn
The Unborn,David S. Goyer,Drama|Fantasy|Horror|Mystery|Thriller,4.8,babysitting|experiment|nightmare|possession|twin
The Conformist,Bernardo Bertolucci,Drama,8.1,fascist|gun|italy|nudity|sexuality
Interview with the Assassin,Neil Burger,Drama,6.6,conspiracy theory|kennedy assassination|mock documentary|paranoia
Donkey Punch,Oliver Blackburn,Crime|Drama|Horror|Thriller,5.2,male frontal nudity|male nudity|male pubic hair|male rear nudity|spain
All the Boys Love Mandy Lane,Jonathan Levine,Horror,5.6,drugs|female nudity|party|voyeur|voyeurism
Bled,Christopher Hutson,Horror,3.1,artist|blood|drug|tree sap|vampire
High Noon,Fred Zinnemann,Thriller|Western,8.1,appeasement|frontier justice|justice|one against many|street shootout
Hoop Dreams,Steve James,Documentary|Drama|Sport,8.3,athlete|basketball|high school|high school student|school
Rize,David LaChapelle,Documentary|Music,7.1,clown|clowning|dance|gang|south central los angeles
Destiny,Joseph Kosinski,Action|Adventure|Fantasy|Sci-Fi,8.1,first person shooter
L.I.E.,Michael Cuesta,Crime|Drama,7.2,ephebophile|pederasty|pedophilia|playing hooky|shaving
The Sisterhood of Night,Caryn Waechter,Drama|Mystery|Thriller,6.3,accused of witchcraft|based on short story
B-Girl,Emily Dell,Drama|Music|Romance,4.0,brooklyn new york city|los angeles california|teacher|trauma|violence
King Kong,Peter Jackson,Action|Adventure|Drama|Romance,7.2,animal name in title|ape abducts a woman|gorilla|island|king kong
House of Wax,Jaume Collet-Serra,Horror,5.3,brother sister relationship|group of friends|male nudity|twin|wax
Half Nelson,Ryan Fleck,Drama,7.2,bathroom|classroom|dialectics|drugs|student
Naturally Native,Jennifer Wynne Farmer,Drama,6.5,cosmetics|female protagonist|native american|native american protagonist|sister sister relationship
Hav Plenty,Christopher Scott Cherot,Comedy,6.5,friend|new year's eve|screwball|self discovery|social differences
Adulterers,H.M. Coakley,Crime|Drama|Thriller,4.9,cheating husband|female nudity|male nudity|male rear nudity|revenge
Escape from Tomorrow,Randy Moore,Fantasy|Horror,5.2,diarrhea|female nudity|middle aged man|sex scene|sexy nurse
Starsuckers,Chris Atkins,Documentary,7.4,celebrity|consumerism|fashion|media manipulation
The Hadza: Last of the First,Bill Benenson,Documentary,7.4,east africa|hunter gatherer|indigenous|rift valley|swahili
After,Ryan Smith,Fantasy|Horror|Mystery|Thriller,5.4,coma|crash
Treachery,Travis Romero,Drama|Thriller,3.9,panties|white panties
Walter,Anna Mastro,Comedy|Drama,5.3,based on short film|based on short story
Top Hat,Mark Sandrich,Comedy|Musical|Romance,7.8,dance|dancer|dancing|horse|tap dancing
The Blair Witch Project,Daniel Myrick,Horror,6.4,found footage|looking at the camera|lost in the woods|maryland|screaming in horror
Woodstock,Michael Wadleigh,Documentary|History|Music,8.1,drugs|hippie|music festival|the who|woodstock
The Kentucky Fried Movie,John Landis,Comedy,6.5,fake commercial|fake newscast|fake trailer|parody|spoof
Mercy Streets,Jon Gunn,Action|Crime|Drama,5.6,church|cigarette smoking|deacon|twin brother|twins
Arnolds Park,Gene Teigland,Mystery|Thriller,5.6,
Broken Vessels,Scott Ziehl,Drama,6.6,independent film|katana sword|los angeles storm drain
Water & Power,Richard Montoya,Crime|Drama,6.3,
They Will Have to Kill Us First,Johanna Schwartz,Documentary,7.7,
Crop Circles: Quest for Truth,William Gazecki,Documentary,7.0,crop circle|intelligence|paranormal|phenomenon|universe
Light from the Darkroom,Lance McDaniel,Action|Drama|Thriller,8.0,china|faith|panama|photography|suspense
Irreplaceable,Thomas Lilti,Comedy|Drama,7.2,doctor|hospital|mayor|no opening credits|title at the end
The Maid's Room,Michael Walker,Thriller,4.5,
A Hard Day's Night,Richard Lester,Comedy|Musical,7.7,boy|concert|drummer|manager|television
The Harvest/La Cosecha,U. Roberto Romano,Documentary,7.2,child labor|education|hispanic|labor|migration
Love Letters,Amy Holden Jones,Drama|Romance,6.1,1980s|affair|female protagonist|radio|woman wearing only a man's shirt
Julija in alfa Romeo,Blaz Zavrsnik,Comedy,6.4,
Fireproof,Alex Kendrick,Drama|Romance,6.5,christian film|dare|firefighter|internet pornography|marriage
Faith Connections,Pan Nalin,Biography|Documentary|Drama,7.0,faith|ganja|kumbh mela|little boy|orphan
Benji,Joe Camp,Adventure|Family|Romance,6.1,animal abuse|cat|dog|dog movie|tween girl
Open Water,Chris Kentis,Adventure|Biography|Drama|Horror|Thriller,5.7,bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses
High Road,Matt Walsh,Comedy,5.4,
Kingdom of the Spiders,John 'Bud' Cardos,Horror|Sci-Fi,5.9,death|farm|hotel|spider|tarantula
Mad Hot Ballroom,Marilyn Agrelo,Documentary|Family|Music,7.5,ballroom dancing|new york city|poise|self confidence|teacher
The Station Agent,Tom McCarthy,Comedy|Drama,7.7,abandoned|depot|dwarf|newfoundland new jersey|train
To Save a Life,Brian Baugh,Drama,7.1,basketball|beer pong|childhood friend|christian|suicide
Wordplay,Patrick Creadon,Documentary,7.4,comedian|crossword puzzle|editor|new york times|puzzle
Beyond the Mat,Barry W. Blaustein,Biography|Documentary|Sport,7.6,championship|drugs|three word title|wrestler|wrestling
The Singles Ward,Kurt Hale,Comedy|Drama|Romance,6.4,church|love|marriage|mormon|single
Osama,Siddiq Barmak,Drama,7.4,boy|girl|hair|school|taliban
Sholem Aleichem: Laughing in the Darkness,Joseph Dorman,Documentary,6.8,jewish identity
Groove,Greg Harrison,Drama|Music,6.5,dj|ecstasy the drug|rave|raver|warehouse
The R.M.,Kurt Hale,Comedy|Crime|Family,6.0,latter day saints|missionary|pickup truck|police|video camera
Twin Falls Idaho,Michael Polish,Drama,7.3,conjoined twins|independent film|low budget film|separation|twin
Mean Creek,Jacob Aaron Estes,Crime|Drama,7.3,boat|bully|dare|friend|river
Hurricane Streets,Morgan J. Freeman,Crime|Drama|Romance,6.5,gang|new mexico|prison|smuggling|theft
Never Again,Eric Schaeffer,Comedy|Romance,6.0,bar|gay bar|love|mother son relationship|new york
Civil Brand,Neema Barnette,Crime|Drama|Thriller,5.3,abuse of power|friendship|prison|prison guard|title directed by female
